Name,Address,University,BusinessType,Neighborhood,City,State,NumRatings,Rating,Latitude,Longitude
Stanford West Campus Tennis Courts,188 Electioneer Rd Stanford CA 94305,'Stanford University','Active Life' 'Tennis',,Stanford,CA,2,5,37.425713,-122.182539
California African American Museum,600 State Dr South Los Angeles Los Angeles CA 90001,'University of Southern California','Museums' 'Arts & Entertainment','South Los Angeles',Los Angeles,CA,13,4,34.0165063,-118.2828392
Prime Time Pizza,505 E University Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Pizza' 'Restaurants',,Champaign,IL,12,2.5,40.116061,-88.231376
Custom Eyes,50 Prospect St Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Shopping' 'Optometrists' 'Health and Medical' 'Eyewear & Opticians','Central Square',Cambridge,MA,74,4.5,42.3662673,-71.1032301
McAlister's Deli,205 E Franklin St Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Delis' 'Restaurants',,Chapel Hill,NC,17,3,35.9144286,-79.0524464
Looks,11-13 Holyoke Street Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University',"u""Women's Clothing"" 'Fashion' 'Shopping'",'Harvard Square',Cambridge,MA,12,3.5,42.3724899,-71.1182766
Framer Studio,9409 Baltimore Ave # 1 College Park MD 20740,'University of Maryland - College Park','Arts & Entertainment' 'Art Galleries' 'Shopping',,College Park,MD,3,5,39.008108,-76.929214
Scripps Institution of Oceanography,8622 Kennel Way La Jolla Shores La Jolla CA 92037,'University of California - San Diego','Colleges & Universities' 'Education','La Jolla Shores',La Jolla,CA,10,4.5,32.8657641,-117.2530515
Raffi D Hair Studios,1214 E Colorado Blvd Ste 202 Pasadena Pasadena CA 91106,'California Institute of Technology','Hair Salons' 'Beauty and Spas','Pasadena',Pasadena,CA,16,5,34.1459407,-118.1252456
Lucky Brand Jeans,83 Stanford Shoppng Ctr Palo Alto CA 94304,'Stanford University',"u""Women's Clothing"" u""Men's Clothing"" 'Fashion' 'Shopping'",,Palo Alto,CA,15,4.5,37.4440297,-122.1700994
Noveltex Linen,2801 S Main Street Los Angeles CA 90007,'University of Southern California',,,Los Angeles,CA,3,3.5,34.023066,-118.270267
Glamour Nails At Prince Georges Plaza,3500 E West Hwy Hyattsville MD 20782,'University of Maryland - College Park','Nail Salons' 'Hair Removal' 'Beauty and Spas',,Hyattsville,MD,6,3,38.96328,-76.96734
Inn At Glencairn,3301 Lawrenceville Rd Princeton NJ 08540,'Princeton University','Hotels & Travel' 'Bed & Breakfast' 'Event Planning & Services' 'Hotels',,Princeton,NJ,2,5,40.311792,-74.709435
Beijing Buffet,1200 S Main St Blacksburg VA 24060,'Virginia Tech','Buffets' 'Restaurants',,Blacksburg,VA,7,3,37.2194609,-80.4031586
Ethnic Concepts North,335 Wickenden St Fox Point Providence RI 02903,'Brown University','Tobacco Shops' 'Shopping','Fox Point',Providence,RI,5,3,41.819533,-71.3963834
Weyburn Terrace Apartments : UCLA Graduate Housing,785 Weyburn Ter Westwood Los Angeles CA 90095,'University of California - Los Angeles','Home Services' 'Real Estate' 'Apartments','Westwood',Los Angeles,CA,11,3,34.0632151,-118.4514225
Metropolitan Pilates,2688 NE 49th St University District Seattle WA 98105,'University of Washington','Active Life' 'Pilates' 'Trainers' 'Fitness & Instruction','University District',Seattle,WA,5,4.5,47.6644173,-122.3009135
Method,2437 University Blvd West University Houston TX 77005,'Rice University',"u""Women's Clothing"" 'Fashion' 'Shopping' 'Accessories'",'West University',Houston,TX,16,3.5,29.7149309,-95.416533
Professional Nails,963 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Nail Salons' 'Beauty and Spas',,San Luis Obispo,CA,3,4.5,35.281314,-120.6619852
Aunt Sonya's,116 W Kirby Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Restaurants',,Champaign,IL,3,4.5,40.0980731,-88.2450014
Honeymoon Cafe SLO,1074 Higuera St San Luis Obispo CA 93401,'California Polytechnic State University','Food' 'Coffee & Tea' 'Vegetarian' 'Restaurants',,San Luis Obispo,CA,9,4,35.2816547,-120.6598972
Kingston Garage,4458 Route 27 Kingston NJ 08528,'Princeton University','Auto Repair' 'Automotive',,Kingston,NJ,3,5,40.375958,-74.6125467
ASA Hair Design,36 Jfk St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Hair Salons' 'Beauty and Spas','Harvard Square',Cambridge,MA,16,4.5,42.372692,-71.1199215
Hancock Realty Associates,649 Massachusetts Avenue Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University',,'Central Square',Cambridge,MA,2,1,42.3655724,-71.103696
USC Webb Tower,1015 W 34th St South Los Angeles Los Angeles CA 90007,'University of Southern California','Colleges & Universities' 'Education','South Los Angeles',Los Angeles,CA,4,4,34.02684,-118.28238
Seung K. Kim MD,1515 El Camino Real Ste F Palo Alto CA 94306,'Stanford University','Doctors' 'Health and Medical' 'Cosmetic Surgeons',,Palo Alto,CA,11,5,37.432659,-122.154069
Jas Mart,2847 Broadway Morningside Heights New York NY 10025,'Columbia University','Food' 'Convenience Stores' 'Restaurants','Morningside Heights',New York,NY,7,3.5,40.8045774,-73.9665175
Spring Garden,472 2nd Ave Troy NY 12182,'Rensselaer Polytechnic Institute','Chinese' 'Restaurants',,Troy,NY,3,3,42.77108,-73.678639
Guy's Barber & Style Shop,1407 NE 42nd St University District Seattle WA 98105,'University of Washington','Barbers' 'Beauty and Spas','University District',Seattle,WA,5,4.5,47.6583138,-122.312952
Dentistry For Life,1601 Walnut St Ste 1217 Mantua Philadelphia PA 19103,'University of Pennsylvania','Dentists' 'Cosmetic Dentists' 'Health and Medical' 'General Dentistry','Mantua',Philadelphia,PA,13,4.5,39.96244,-75.19993
Hot Slices,2530 Guadalupe St The Drag Austin TX 78705,'University of Texas - Austin','Pizza' 'Restaurants','The Drag' 'West Campus' 'University of Texas',Austin,TX,44,4,30.2898471,-97.7415213
Champions Sports Bar,50 Broadway Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Bars' 'Sports Bars' 'Nightlife','Kendall Square/MIT',Cambridge,MA,22,3,42.3630072,-71.0860598
Columbia Hardware and Housewares,2905 Broadway Morningside Heights New York NY 10025,'Columbia University','Hardware Stores' 'Keys & Locksmiths' 'Shopping' 'Home Services' 'Home & Garden','Morningside Heights',New York,NY,13,4,40.8056926,-73.9657253
Phoenix Books,990 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Books Mags Music and Video' 'Shopping' 'Bookstores',,San Luis Obispo,CA,38,4.5,35.2817268,-120.661675
Ten Prime Steak & Sushi,55 Pine St DownCity Providence RI 02903,'Brown University','Steakhouses' 'Sushi Bars' 'Restaurants','DownCity',Providence,RI,56,3.5,41.8230326,-71.4096136
Neighborhoodies,158 Providence Pl 3rd Fl DownCity Providence RI 02903,'Brown University',"u""Children's Clothing"" 'Fashion' 'Shopping' 'Lingerie' u""Men's Clothing"" u""Women's Clothing""",'DownCity',Providence,RI,3,4.5,41.8239891,-71.4128343
The Goodwill Store,520 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Thrift Stores' 'Used Vintage & Consignment' 'Fashion' 'Shopping','Central Square',Cambridge,MA,33,3.5,42.3642705,-71.1018868
Hungry Mother,233 Cardinal Medeiros Ave Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Southern' 'Restaurants','Kendall Square/MIT',Cambridge,MA,675,4.5,42.3677,-71.0912
The Springs At Pacific Regents,3884 Nobel Dr University City San Diego CA 92122,'University of California - San Diego','Health and Medical' 'Physical Therapy','University City',San Diego,CA,6,3,32.8685268,-117.2234663
Spa Boutique,282 W 2nd St Claremont CA 91711,'Harvey Mudd College','Nail Salons' 'Beauty and Spas',,Claremont,CA,15,4,34.095596,-117.7174881
Food by foot,1400 Chester Square newstand in Harvard Square Harvard Square Cambridge MA,'Massachusetts Institute of Technology' 'Harvard University',,'Harvard Square',Cambridge,MA,6,1,42.3739184,-71.1193848
U-Tan,3163 S. Hoover St. South Los Angeles Los Angeles CA 90007,'University of Southern California','Tanning' 'Beauty and Spas','South Los Angeles',Los Angeles,CA,4,2,34.0264092,-118.2839741
Lotus House,2517A Durant Ave Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Food' 'Coffee & Tea' 'Chinese' 'Restaurants','Telegraph Ave' 'UC Campus Area',Berkeley,CA,160,3,37.868035,-122.258216
Nail Dynasty,759 W Peachtree St NW Midtown Atlanta GA 30308,'Georgia Institute of Technology','Nail Salons' 'Beauty and Spas','Midtown',Atlanta,GA,13,3.5,33.7754858,-84.387294
Jay's Dry Cleaners,198 Witherspoon St Princeton NJ 08540,'Princeton University','Local Services' 'Automotive' 'Dry Cleaning & Laundry' 'Auto Repair',,Princeton,NJ,2,3.5,40.354875,-74.662341
Finders Keepers,1124 Garden St San Luis Obispo CA 93401,'California Polytechnic State University','Used Vintage & Consignment' 'Fashion' 'Shopping',,San Luis Obispo,CA,11,5,35.2790696,-120.6631091
Jack's Grill,120 Dryden Rd Ithaca NY 14850,'Cornell University','Burgers' 'Restaurants',,Ithaca,NY,12,3,42.4415973,-76.4860127
Mattress City,930 E Colorado Blvd Pasadena Pasadena CA 91106,'California Institute of Technology','Mattresses' 'Shopping' 'Home & Garden','Pasadena',Pasadena,CA,7,3,34.1460463,-118.1301238
Hootenanny,36 JFK St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University',"u""Women's Clothing"" u""Men's Clothing"" 'Fashion' 'Shopping' 'Shoe Stores'",'Harvard Square',Cambridge,MA,91,3.5,42.373318,-71.1194931
Pollo Fiesta,6408 Kenilworth Ave Riverdale MD 20737,'University of Maryland - College Park','Mexican' 'Restaurants',,Riverdale,MD,15,4,38.9655593,-76.9190628
Royal Farms,8147 Baltimore Ave College Park MD 20740,'University of Maryland - College Park','Food' 'Convenience Stores',,College Park,MD,5,4,38.9913538,-76.9335627
Queen's Nails,4164 S Broadway South Los Angeles Los Angeles CA 90037,'University of Southern California','Nail Salons' 'Beauty and Spas','South Los Angeles' 'South East LA',Los Angeles,CA,8,4,34.0074317,-118.278355
Tire Town,7553 New Hampshire Ave Takoma Park MD 20912,'University of Maryland - College Park','Tires' 'Automotive',,Takoma Park,MD,4,5,38.98526,-76.987889
Great Southern Tattoo Company,9403 Baltimore Ave College Park MD 20740,'University of Maryland - College Park','Tattoo' 'Beauty and Spas',,College Park,MD,4,5,39.0082547,-76.9293265
Jack's Tapas Cafe,5211 University Way University District Seattle WA 98105,'University of Washington','Asian Fusion' 'Chinese' 'Restaurants','University District',Seattle,WA,65,4,47.661132,-122.313464
1-FIVE-0,1000 Marietta St Ste 104 Atlanta GA 30318,'Georgia Institute of Technology',"'Fashion' 'Shopping' 'Home Decor' 'Home & Garden' u""Men's Clothing"" u""Women's Clothing""",,Atlanta,GA,6,3.5,33.7784129,-84.409885
Stenner Creek Animal Hospital,191 Santa Rosa St San Luis Obispo CA 93405,'California Polytechnic State University','Pet Services' 'Veterinarians' 'Pet Boarding/Pet Sitting' 'Pets',,San Luis Obispo,CA,5,3,35.289424,-120.6659807
Buckaroo's Mercantile,5 Brookline St Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Used Vintage & Consignment' 'Fashion' 'Shopping','Central Square',Cambridge,MA,31,4,42.3638289,-71.1015782
The Healthy Hair Bar,260 W Bonita Ave Claremont CA 91711,'Harvey Mudd College','Hair Salons' 'Shopping' 'Cosmetics & Beauty Supply' 'Beauty and Spas',,Claremont,CA,4,4,34.0966103,-117.7173334
Ichiban Japanese Cuisine,66 Witherspoon St Princeton NJ 08542,'Princeton University','Japanese' 'Restaurants',,Princeton,NJ,11,2.5,40.35156,-74.660584
Tio's Mexican Cafe,401 E Liberty St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Mexican' 'Restaurants','Downtown Ann Arbor',Ann Arbor,MI,76,2.5,42.2794552,-83.7440477
Koh I-Noor Restaurant,465 Phillip St Waterloo ON N2L 6C7,'University of Waterloo','Indian' 'Caterers' 'Middle Eastern' 'Event Planning & Services' 'Pakistani' 'Restaurants',,Waterloo,ON,3,2.5,43.4844189,-80.5408262
Woori Jib Restaurant,710 S 6th St Champaign IL 61822,'University of Illinois - Urbana-Champaign','Korean' 'Restaurants',,Champaign,IL,32,3.5,40.10959,-88.230064
The Blarney Stone,3929 Sansom St University City Philadelphia PA 19104,'University of Pennsylvania','Pubs' 'Bars' 'Nightlife' 'Restaurants','University City',Philadelphia,PA,26,3.5,39.9547647,-75.2010456
Kendall Press,1 Main St Ste 105 Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Local Services' 'Printing Services','Kendall Square/MIT' 'East Cambridge',Cambridge,MA,15,4.5,42.362096,-71.079891
UCSD Outback Adventures,9500 Gilman Drive La Jolla CA 92092,'University of California - San Diego','Active Life' 'Rafting/Kayaking' 'Hiking' 'Fitness & Instruction',,La Jolla,CA,4,5,32.87895195,-117.2330904
Neiman Marcus,400 Stanford Shopping Ctr Palo Alto CA 94304,'Stanford University','Department Stores' 'Fashion' 'Shopping',,Palo Alto,CA,96,3.5,37.441201,-122.173065
Eddie C and Salon,328 Wickenden St Fox Point Providence RI 02903,'Brown University',,'Fox Point',Providence,RI,2,4,41.819697,-71.396575
Greenbelt Park,6565 Greenbelt Rd Greenbelt MD 20770,'University of Maryland - College Park','Active Life' 'Parks',,Greenbelt,MD,2,4.5,38.995757,-76.895521
Holiday Inn Houston Medical Center,6800 Main St. West University Houston TX 77030,'Rice University','Hotels & Travel' 'Event Planning & Services' 'Hotels','West University',Houston,TX,9,3,29.706907,-95.4053799
Teri Ann Gibson DDS,10845 Lindbrook Dr Ste 204 Westwood Los Angeles CA 90024,'University of California - Los Angeles','Health and Medical' 'Dentists' 'General Dentistry','Westwood',Los Angeles,CA,5,5,34.0603384,-118.4425283
Saxbys Coffee,4000 Locust St University City Philadelphia PA 19104,'University of Pennsylvania','Food' 'Coffee & Tea','University City' 'Spruce Hill',Philadelphia,PA,34,2,39.9529452,-75.2028672
Georgio's Subs,2756 NE 45th St University District Seattle WA 98105,'University of Washington','Fast Food' 'Sandwiches' 'Restaurants','University District',Seattle,WA,7,2.5,47.661436,-122.29606
William James Hall,33 Kirkland St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Colleges & Universities' 'Education','Harvard Square',Cambridge,MA,3,2.5,42.3771521,-71.1134344
University of Southern California,3551 Trousdale Pkwy South Los Angeles Los Angeles CA 90089,'University of Southern California','Colleges & Universities' 'Education','South Los Angeles',Los Angeles,CA,144,4.5,34.02115063,-118.2868338
YinzBurgh BBQ,4903 Baum Blvd Bloomfield Pittsburgh PA 15213,'Carnegie Mellon University','Barbeque' 'Restaurants','Bloomfield',Pittsburgh,PA,30,4.5,40.4547062,-79.9463908
Fortune House,3500 E Indiana 38 Lafayette IN 47905,'Purdue University','Buffets' 'Japanese' 'Chinese' 'Restaurants',,Lafayette,IN,9,4,40.39978258,-86.85498362
Huntley Bookstore,175 E 8th St Claremont CA 91711,'Harvey Mudd College','Books Mags Music and Video' 'Shopping' 'Bookstores',,Claremont,CA,4,2.5,34.1018037,-117.7135106
Duane Reade,2864 Broadway Morningside Heights New York NY 10025,'Columbia University','Shopping' 'Drugstores' 'Beauty and Spas' 'Food' 'Convenience Stores' 'Cosmetics & Beauty Supply','Morningside Heights',New York,NY,13,1.5,40.8049006,-73.9657818
b.good,24 Dunster St Harvard Square Cambridge MA 02238,'Massachusetts Institute of Technology' 'Harvard University','Burgers' 'Restaurants','Harvard Square',Cambridge,MA,165,3.5,42.37246248,-71.11910871
UCSD Crafts Center,9500 Gilman Dr La Jolla CA 92093,'University of California - San Diego','Arts & Crafts' 'Shopping',,La Jolla,CA,7,4.5,32.8741609,-117.2357297
Ted's Fish Fry,447 3rd Ave Watervliet NY 12189,'Rensselaer Polytechnic Institute','Seafood' 'Restaurants',,Watervliet,NY,11,3.5,42.7117183,-73.708731
Veracruz Mexican Restaurant,3715 Forbes Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Mexican' 'Restaurants','Oakland',Pittsburgh,PA,20,3,40.4413912,-79.9573696
The Semitic Museum at Harvard University,6 Divinity Ave Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Museums' 'Arts & Entertainment','Harvard Square',Cambridge,MA,2,4,42.3780684,-71.1139708
Swirlberry,209 S State St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Food' 'Ice Cream & Frozen Yogurt','Downtown Ann Arbor',Ann Arbor,MI,10,3,42.279364,-83.7408246
The Enormous Room,569 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Bars' 'Nightlife' 'Lounges','Central Square',Cambridge,MA,283,3.5,42.3646692,-71.1024871
91 Sidney,91 Sidney St. Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Home Services' 'Real Estate' 'Apartments','Central Square',Cambridge,MA,2,3,42.360883,-71.102234
Storables,2692 NE 49th St University District Seattle WA 98105,'University of Washington','Shopping' 'Home Decor' 'Home & Garden','University District',Seattle,WA,20,4,47.6644158,-122.300918
Le Foot Sportif,13 Dunster St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Fashion' 'Shopping' 'Shoe Stores','Harvard Square',Cambridge,MA,7,2.5,42.3733356,-71.118625
Pacci Ristorante,866 W Peachtree St NW Midtown Atlanta GA 30308,'Georgia Institute of Technology','Italian' 'Restaurants','Midtown',Atlanta,GA,58,4,33.7783241,-84.387487
Pavillions,845 E California Blvd Pasadena Pasadena CA 91106,'California Institute of Technology','Food' 'Grocery','Pasadena',Pasadena,CA,12,2.5,34.137848,-118.133071
Tintura Salon,121 Harvard Ave Claremont CA 91711,'Harvey Mudd College','Hair Salons' 'Beauty and Spas',,Claremont,CA,27,4.5,34.0948625,-117.7164534
Telegraph Market,2552 Telegraph Avenue Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Food' 'Grocery','Telegraph Ave' 'UC Campus Area',Berkeley,CA,3,3,37.8641512,-122.2585667
Bank of America,1025 Holcombe Blvd West University Houston TX 77030,'Rice University','Banks & Credit Unions' 'Financial Services' 'Mortgage Brokers' 'Home Services' 'Real Estate','West University' 'Braeswood Place' 'Medical Center',Houston,TX,2,1.5,29.706467,-95.404564
Ryan's Family Steak Houses,2580 N Franklin St Christiansburg VA 24073,'Virginia Tech','Steakhouses' 'Restaurants',,Christiansburg,VA,4,2,37.1652,-80.4241
Bookbinder's Grill,420 Peppers Ferry Rd NW Christiansburg VA 24073,'Virginia Tech','Seafood' 'Restaurants',,Christiansburg,VA,2,3.5,37.1618,-80.4327
Pasadena Ballroom Dance Association,73 N. Hill Ave Pasadena Pasadena CA 91106,'California Institute of Technology','Dance Schools' 'Specialty Schools' 'Education' 'Nightlife' 'Dance Clubs','Pasadena',Pasadena,CA,14,4,34.147382,-118.121438
Studio 1221,2238 Bissonet St West University Houston TX 77005,'Rice University','Hair Salons' 'Beauty and Spas','West University',Houston,TX,3,5,29.725795,-95.412226
Individualized Fitness,7545 Charmant Dr La Jolla San Diego CA 92122,'University of California - San Diego','Active Life' 'Trainers' 'Fitness & Instruction','La Jolla' 'University City',San Diego,CA,7,5,32.864917,-117.227511
Goldman School of Public Policy,2607 Hearst Ave UC Campus Area Berkeley CA 94701,'University of California at Berkeley','Specialty Schools' 'Education' 'Public Services & Government','UC Campus Area',Berkeley,CA,3,5,37.8755509,-122.2578714
Berripop Frozen Yogurt,2339 University Blvd Ste A West University Houston TX 77005,'Rice University','Food' 'Ice Cream & Frozen Yogurt','West University',Houston,TX,12,3.5,29.714817,-95.414354
Primal,960 Spring St Midtown Atlanta GA 30309,'Georgia Institute of Technology','Jazz & Blues' 'Arts & Entertainment' 'Nightlife' 'Dance Clubs','Midtown',Atlanta,GA,43,2,33.780804,-84.389283
Domino's Pizza,44 10th St NW Midtown Atlanta GA 30309,'Georgia Institute of Technology','Pizza' 'Restaurants','Midtown',Atlanta,GA,11,3,33.781231,-84.38894
La Taquiza No 2,3009 S Figueroa St South Los Angeles Los Angeles CA 90007,'University of Southern California','Mexican' 'Restaurants','South Los Angeles',Los Angeles,CA,298,4,34.0250241,-118.278015
Wheatberry Bakery,165 S Lake Ave Pasadena Pasadena CA 91102,'California Institute of Technology','Food' 'Bakeries','Pasadena',Pasadena,CA,52,2.5,34.1429759,-118.1325153
Chandler Dining Hall,1200 E California Blvd Pasadena CA 91106,'California Institute of Technology','Food',,Pasadena,CA,3,2,34.133869,-118.127486
Happy Lunch,827 River St Troy NY 12180,'Rensselaer Polytechnic Institute','American (Traditional)' 'Restaurants',,Troy,NY,2,3.5,42.750765,-73.682772
Country True Value Hardware,217 N Greenbush Rd Troy NY 12180,'Rensselaer Polytechnic Institute','Hardware Stores' 'Shopping' 'Home & Garden',,Troy,NY,3,5,42.6835446,-73.6887314
Hank's Tavern & Eats,6507 America Blvd Hyattsville MD 20782,'University of Maryland - College Park','Pubs' 'Bars' 'American (Traditional)' 'Nightlife' 'Restaurants',,Hyattsville,MD,53,3,38.968363,-76.9521643
Golden Wok,405 E University Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Thai' 'Chinese' 'Restaurants',,Champaign,IL,31,4,40.116055,-88.2327789
FYE,5047 E Montclair Plaza Ln Spc-E28 Montclair CA 91763,'Harvey Mudd College','Music & DVDs' 'Books Mags Music and Video' 'Shopping',,Montclair,CA,2,3,34.0883539,-117.6951357
Texas Roadhouse,3615 State Rd 38 E Lafayette IN 47905,'Purdue University','Steakhouses' 'American (Traditional)' 'Restaurants',,Lafayette,IN,7,3,40.394333,-86.849356
Browne's Fine Jewelry,302 W Kirby Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Shopping' 'Jewelry',,Champaign,IL,5,4.5,40.0983639,-88.24696
Courthouse Cafeteria,1050 Monterey St San Luis Obispo CA 93408,'California Polytechnic State University','Cafes' 'Restaurants',,San Luis Obispo,CA,2,3.5,35.282385,-120.66146
Metro Cleaners,6211 Belcrest Rd Hyattsville MD 20782,'University of Maryland - College Park','Local Services' 'Dry Cleaning & Laundry',,Hyattsville,MD,2,2,38.965653,-76.952743
Earl's On the Avenue,4333 University Way NE University District Seattle WA 98105,'University of Washington','Dive Bars' 'Bars' 'Nightlife' 'Restaurants','University District',Seattle,WA,103,2.5,47.6608226,-122.3132935
Princess Cafe,46 King St N Waterloo ON N2J 2W8,'University of Waterloo','Food' 'Coffee & Tea' 'Sandwiches' 'Restaurants',,Waterloo,ON,4,4.5,43.4665271,-80.5225925
Courtyard Hadley Amherst,423 Russell St Hadley MA 01035,'University of Massachusetts - Amherst','Hotels & Travel' 'Event Planning & Services' 'Hotels',,Hadley,MA,7,4,42.362507,-72.539822
Bocado,887 Howell Mill Rd Atlanta GA 30318,'Georgia Institute of Technology','American (New)' 'Restaurants',,Atlanta,GA,190,4,33.7794602,-84.4101365
Cambridgeport Farmers Market,Morse School Parking Lot Magazine St & Memorial Dr Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Farmers Market',,Cambridge,MA,6,3.5,42.3544499,-71.1014488
The Coffee Bean & Tea Leaf,415 S Lake Ave Suite 108 Pasadena Pasadena CA 91101,'California Institute of Technology','Food' 'Coffee & Tea','Pasadena',Pasadena,CA,49,4,34.1388359,-118.1323869
GNC,10938 Weyburn Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Food' 'Specialty Food' 'Health Markets','Westwood',Los Angeles,CA,3,1.5,34.0624936,-118.4465089
VCA Lafayette Animal Hospital,3532 State Road 26 E Lafayette IN 47905,'Purdue University','Veterinarians' 'Pets',,Lafayette,IN,3,4.5,40.418095,-86.85027
Workout 24,505 S Neil St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Active Life' 'Gyms' 'Fitness & Instruction',,Champaign,IL,2,2.5,40.1115764,-88.2435433
Abigail's Restaurant,291 3rd St Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Caterers' 'American (New)' 'Event Planning & Services' 'Restaurants','Kendall Square/MIT' 'East Cambridge',Cambridge,MA,111,3.5,42.3653395,-71.0826335
120th Street Halal Cart,West 120th Street b/w B'way and Amsterdam nearest to 530 W. 120th b/w B'way and Amsterdam nearest to 530 W. 120th Harlem New York NY,'Columbia University','Halal' 'Restaurants','Harlem',New York,NY,4,3,40.806979,-73.953503
Advanced Ophthalmology Institute,3655 Nobel Dr Ste 130 University City San Diego CA 92122,'University of California - San Diego','Optometrists' 'Laser Eye Surgery/Lasik' 'Ophthalmologists' 'Health and Medical' 'Doctors','University City',San Diego,CA,5,3.5,32.86769,-117.227913
Patrick Ryan's,3155 Broadway Harlem New York NY 10027,'Columbia University','Jazz & Blues' 'Bars' 'Arts & Entertainment' 'Nightlife','Harlem',New York,NY,29,4,40.814716,-73.959513
Baxter Chiropractics,177 Santa Rosa St San Luis Obispo CA 93405,'California Polytechnic State University','Health and Medical',,San Luis Obispo,CA,3,5,35.2894921,-120.66607
Olympic Physical Therapy,1107 NE 45th Street Suite 100 University District Seattle WA 98105,'University of Washington','Health and Medical' 'Physical Therapy','University District',Seattle,WA,2,4.5,47.660936,-122.316259
Cinco De Mayo,3703 S Main St blacksburg VA 24060,'Virginia Tech','Mexican' 'Restaurants',,blacksburg,VA,2,2,37.185587,-80.40812
Lee's Sandwich Shop,61 Church St. Harvard Square Cambridge MA 02238,'Massachusetts Institute of Technology' 'Harvard University','Breakfast & Brunch' 'Sandwiches' 'Restaurants','Harvard Square',Cambridge,MA,5,3.5,42.374284,-71.121246
Starbucks Coffee,8657 Villa La Jolla Dr La Jolla La Jolla CA 92037,'University of California - San Diego','Food' 'Coffee & Tea','La Jolla',La Jolla,CA,52,3,32.8646622,-117.2317657
Village Cobbler,3345 S Hoover St South Los Angeles Los Angeles CA 90007,'University of Southern California','Local Services' 'Shoe Repair','South Los Angeles',Los Angeles,CA,31,5,34.0246783,-118.2838254
Midas Auto Service Experts,4138 Market St University City Philadelphia PA 19104,'University of Pennsylvania','Tires' 'Automotive' 'Auto Repair','University City',Philadelphia,PA,3,1,39.957325,-75.205607
Needleworks,24 E Green St Ste 5 Champaign IL 61820,'University of Illinois - Urbana-Champaign','Arts & Crafts' 'Shopping' 'Fabric Stores',,Champaign,IL,4,4.5,40.110524,-88.241673
the bent spoon,35 Palmer Sq W Princeton NJ 08540,'Princeton University','Food' 'Bakeries' 'Ice Cream & Frozen Yogurt',,Princeton,NJ,256,4.5,40.3499006,-74.6617303
Chu-Cho's Mexican,400 Turner St Blacksburg VA 24060,'Virginia Tech','Mexican' 'Restaurants',,Blacksburg,VA,14,2,37.2331,-80.422
Back Bay Dental Care,21 Bay State Rd Boston MA 02215,'Massachusetts Institute of Technology' 'Harvard University','Health and Medical' 'Dentists' 'General Dentistry',,Boston,MA,16,3,42.3499325,-71.0938369
Bellanza Med Spa,1202 E. Green St Pasadena Pasadena CA 91106,'California Institute of Technology','Skin Care' 'Medical Spas' 'Health and Medical' 'Beauty and Spas','Pasadena',Pasadena,CA,2,3,34.144363,-118.125704
Festival of Books at UCLA,405 Hilgard Ave Westwood Los Angeles CA 90095,'University of California - Los Angeles','Festivals' 'Arts & Entertainment','Westwood',Los Angeles,CA,36,4,34.070666,-118.443244
Pro-Cuts,2801 Guadalupe Street University of Texas Austin TX 78705,'University of Texas - Austin','Barbers' 'Beauty and Spas','University of Texas',Austin,TX,4,4.5,30.293678,-97.741726
